"logger","datetime","temperature","conductivity"
"20946492",2021-05-21 09:00:00,17.094,115734.1
"20946492",2021-05-21 09:15:00,17.379,115734.1
"20946492",2021-05-21 09:30:00,17.57,115734.1
"20946492",2021-05-21 09:45:00,17.855,115734.1
"20946492",2021-05-21 10:00:00,18.14,115734.1
"20946492",2021-05-21 10:15:00,18.426,115734.1
"20946492",2021-05-21 10:30:00,18.521,115734.1
"20946492",2021-05-21 10:45:00,19.187,115734.1
"20946492",2021-05-21 11:00:00,19.187,115734.1
"20946492",2021-05-21 11:15:00,19.187,115734.1
"20946492",2021-05-21 11:30:00,19.377,115734.1
"20946492",2021-05-21 11:45:00,19.853,115734.1
"20946492",2021-05-21 12:00:00,20.138,115734.1
"20946492",2021-05-21 12:15:00,20.424,121245.2
"20946492",2021-05-21 12:30:00,20.71,121245.2
"20946492",2021-05-21 12:45:00,20.996,121245.2
"20946492",2021-05-21 13:00:00,21.187,121245.2
"20946492",2021-05-21 13:15:00,21.664,121245.2
"20946492",2021-05-21 13:30:00,22.046,121245.2
"20946492",2021-05-21 13:45:00,22.142,121245.2
"20946492",2021-05-21 14:00:00,22.429,121245.2
"20946492",2021-05-21 14:15:00,22.717,121245.2
"20946492",2021-05-21 14:30:00,22.621,121245.2
"20946492",2021-05-21 14:45:00,22.621,121245.2
"20946492",2021-05-21 15:00:00,22.429,121245.2
"20946492",2021-05-21 15:15:00,22.429,121245.2
"20946492",2021-05-21 15:30:00,22.429,121245.2
"20946492",2021-05-21 15:45:00,22.046,121245.2
"20946492",2021-05-21 16:00:00,22.046,121245.2
"20946492",2021-05-21 16:15:00,21.951,121245.2
"20946492",2021-05-21 16:30:00,21.855,121245.2
"20946492",2021-05-21 16:45:00,21.664,121245.2
"20946492",2021-05-21 17:00:00,21.473,121245.2
"20946492",2021-05-21 17:15:00,21.473,121245.2
"20946492",2021-05-21 17:30:00,21.187,121245.2
"20946492",2021-05-21 17:45:00,21.187,121245.2
"20946492",2021-05-21 18:00:00,20.996,121245.2
"20946492",2021-05-21 18:15:00,20.71,121245.2
"20946492",2021-05-21 18:30:00,20.519,121245.2
"20946492",2021-05-21 18:45:00,20.329,121245.2
"20946492",2021-05-21 19:00:00,20.043,115734.1
"20946492",2021-05-21 19:15:00,19.853,115734.1
"20946492",2021-05-21 19:30:00,19.662,115734.1
"20946492",2021-05-21 19:45:00,19.472,115734.1
"20946492",2021-05-21 20:00:00,19.377,115734.1
"20946492",2021-05-21 20:15:00,19.187,115734.1
"20946492",2021-05-21 20:30:00,18.996,115734.1
"20946492",2021-05-21 20:45:00,18.806,115734.1
"20946492",2021-05-21 21:00:00,18.711,115734.1
"20946492",2021-05-21 21:15:00,18.521,115734.1
"20946492",2021-05-21 21:30:00,18.426,115734.1
"20946492",2021-05-21 21:45:00,18.331,115734.1
"20946492",2021-05-21 22:00:00,18.236,115734.1
"20946492",2021-05-21 22:15:00,18.236,115734.1
"20946492",2021-05-21 22:30:00,18.14,115734.1
"20946492",2021-05-21 22:45:00,18.045,115734.1
"20946492",2021-05-21 23:00:00,18.045,115734.1
"20946492",2021-05-21 23:15:00,18.045,115734.1
"20946492",2021-05-21 23:30:00,17.95,115734.1
"20946492",2021-05-21 23:45:00,17.95,115734.1
"20946492",2021-05-22 00:00:00,17.855,115734.1
"20946492",2021-05-22 00:15:00,17.855,115734.1
"20946492",2021-05-22 00:30:00,17.855,115734.1
"20946492",2021-05-22 00:45:00,17.855,115734.1
"20946492",2021-05-22 01:00:00,17.855,115734.1
"20946492",2021-05-22 01:15:00,17.76,110223
"20946492",2021-05-22 01:30:00,17.76,110223
"20946492",2021-05-22 01:45:00,17.76,110223
"20946492",2021-05-22 02:00:00,17.76,110223
"20946492",2021-05-22 02:15:00,17.665,110223
"20946492",2021-05-22 02:30:00,17.665,110223
"20946492",2021-05-22 02:45:00,17.665,110223
"20946492",2021-05-22 03:00:00,17.57,110223
"20946492",2021-05-22 03:15:00,17.57,110223
"20946492",2021-05-22 03:30:00,17.57,110223
"20946492",2021-05-22 03:45:00,17.475,110223
"20946492",2021-05-22 04:00:00,17.475,110223
"20946492",2021-05-22 04:15:00,17.475,110223
"20946492",2021-05-22 04:30:00,17.475,110223
"20946492",2021-05-22 04:45:00,17.475,110223
"20946492",2021-05-22 05:00:00,17.379,110223
"20946492",2021-05-22 05:15:00,17.379,110223
"20946492",2021-05-22 05:30:00,17.379,110223
"20946492",2021-05-22 05:45:00,17.284,110223
"20946492",2021-05-22 06:00:00,17.284,110223
"20946492",2021-05-22 06:15:00,17.284,110223
"20946492",2021-05-22 06:30:00,17.284,110223
"20946492",2021-05-22 06:45:00,17.284,110223
"20946492",2021-05-22 07:00:00,17.379,110223
"20946492",2021-05-22 07:15:00,17.379,110223
"20946492",2021-05-22 07:30:00,17.475,110223
"20946492",2021-05-22 07:45:00,17.475,110223
"20946492",2021-05-22 08:00:00,17.475,110223
"20946492",2021-05-22 08:15:00,17.665,110223
"20946492",2021-05-22 08:30:00,17.855,110223
"20946492",2021-05-22 08:45:00,18.045,110223
"20946492",2021-05-22 09:00:00,18.331,115734.1
"20946492",2021-05-22 09:15:00,18.426,115734.1
"20946492",2021-05-22 09:30:00,18.426,115734.1
"20946492",2021-05-22 09:45:00,18.616,115734.1
"20946492",2021-05-22 10:00:00,18.901,115734.1
"20946492",2021-05-22 10:15:00,19.187,115734.1
"20946492",2021-05-22 10:30:00,19.472,115734.1
"20946492",2021-05-22 10:45:00,19.853,115734.1
"20946492",2021-05-22 11:00:00,20.424,115734.1
"20946492",2021-05-22 11:15:00,20.519,115734.1
"20946492",2021-05-22 11:30:00,20.329,115734.1
"20946492",2021-05-22 11:45:00,20.519,115734.1
"20946492",2021-05-22 12:00:00,20.615,115734.1
"20946492",2021-05-22 12:15:00,20.71,115734.1
"20946492",2021-05-22 12:30:00,21.091,115734.1
"20946492",2021-05-22 12:45:00,20.71,115734.1
"20946492",2021-05-22 13:00:00,20.519,115734.1
"20946492",2021-05-22 13:15:00,20.519,115734.1
"20946492",2021-05-22 13:30:00,20.805,115734.1
"20946492",2021-05-22 13:45:00,20.901,115734.1
"20946492",2021-05-22 14:00:00,20.615,115734.1
"20946492",2021-05-22 14:15:00,20.519,115734.1
"20946492",2021-05-22 14:30:00,20.329,115734.1
"20946492",2021-05-22 14:45:00,20.234,115734.1
"20946492",2021-05-22 15:00:00,19.948,115734.1
"20946492",2021-05-22 15:15:00,19.758,115734.1
"20946492",2021-05-22 15:30:00,19.662,115734.1
"20946492",2021-05-22 15:45:00,19.567,115734.1
"20946492",2021-05-22 16:00:00,19.567,115734.1
"20946492",2021-05-22 16:15:00,19.662,115734.1
"20946492",2021-05-22 16:30:00,19.662,115734.1
"20946492",2021-05-22 16:45:00,20.043,115734.1
"20946492",2021-05-22 17:00:00,20.234,115734.1
"20946492",2021-05-22 17:15:00,20.043,115734.1
"20946492",2021-05-22 17:30:00,19.948,115734.1
"20946492",2021-05-22 17:45:00,19.948,115734.1
"20946492",2021-05-22 18:00:00,19.948,115734.1
"20946492",2021-05-22 18:15:00,19.853,115734.1
"20946492",2021-05-22 18:30:00,19.662,115734.1
"20946492",2021-05-22 18:45:00,19.567,115734.1
"20946492",2021-05-22 19:00:00,19.282,115734.1
"20946492",2021-05-22 19:15:00,19.092,115734.1
"20946492",2021-05-22 19:30:00,18.996,115734.1
"20946492",2021-05-22 19:45:00,18.806,115734.1
"20946492",2021-05-22 20:00:00,18.711,115734.1
"20946492",2021-05-22 20:15:00,18.616,115734.1
"20946492",2021-05-22 20:30:00,18.521,115734.1
"20946492",2021-05-22 20:45:00,18.426,115734.1
"20946492",2021-05-22 21:00:00,18.236,115734.1
"20946492",2021-05-22 21:15:00,18.14,115734.1
"20946492",2021-05-22 21:30:00,18.045,115734.1
"20946492",2021-05-22 21:45:00,17.855,115734.1
"20946492",2021-05-22 22:00:00,17.76,110223
"20946492",2021-05-22 22:15:00,17.665,110223
"20946492",2021-05-22 22:30:00,17.475,110223
"20946492",2021-05-22 22:45:00,17.379,110223
"20946492",2021-05-22 23:00:00,17.284,110223
"20946492",2021-05-22 23:15:00,17.284,110223
"20946492",2021-05-22 23:30:00,17.189,110223
"20946492",2021-05-22 23:45:00,17.094,110223
"20946492",2021-05-23 00:00:00,16.999,110223
"20946492",2021-05-23 00:15:00,16.999,110223
"20946492",2021-05-23 00:30:00,16.999,110223
"20946492",2021-05-23 00:45:00,16.903,110223
"20946492",2021-05-23 01:00:00,16.903,110223
"20946492",2021-05-23 01:15:00,16.903,110223
"20946492",2021-05-23 01:30:00,16.903,110223
"20946492",2021-05-23 01:45:00,16.808,110223
"20946492",2021-05-23 02:00:00,16.808,110223
"20946492",2021-05-23 02:15:00,16.808,110223
"20946492",2021-05-23 02:30:00,16.808,110223
"20946492",2021-05-23 02:45:00,16.713,110223
"20946492",2021-05-23 03:00:00,16.713,110223
"20946492",2021-05-23 03:15:00,16.713,110223
"20946492",2021-05-23 03:30:00,16.713,110223
"20946492",2021-05-23 03:45:00,16.618,110223
"20946492",2021-05-23 04:00:00,16.618,110223
"20946492",2021-05-23 04:15:00,16.618,110223
"20946492",2021-05-23 04:30:00,16.713,110223
"20946492",2021-05-23 04:45:00,16.618,110223
"20946492",2021-05-23 05:00:00,16.618,110223
"20946492",2021-05-23 05:15:00,16.523,110223
"20946492",2021-05-23 05:30:00,16.523,110223
"20946492",2021-05-23 05:45:00,16.523,110223
"20946492",2021-05-23 06:00:00,16.523,110223
"20946492",2021-05-23 06:15:00,16.523,110223
"20946492",2021-05-23 06:30:00,16.523,110223
"20946492",2021-05-23 06:45:00,16.618,110223
"20946492",2021-05-23 07:00:00,16.618,110223
"20946492",2021-05-23 07:15:00,16.713,110223
"20946492",2021-05-23 07:30:00,16.713,110223
"20946492",2021-05-23 07:45:00,16.808,110223
"20946492",2021-05-23 08:00:00,16.903,110223
"20946492",2021-05-23 08:15:00,16.999,110223
"20946492",2021-05-23 08:30:00,17.189,110223
"20946492",2021-05-23 08:45:00,17.379,110223
"20946492",2021-05-23 09:00:00,17.665,110223
"20946492",2021-05-23 09:15:00,18.045,110223
"20946492",2021-05-23 09:30:00,18.14,110223
"20946492",2021-05-23 09:45:00,18.14,110223
"20946492",2021-05-23 10:00:00,18.236,110223
"20946492",2021-05-23 10:15:00,18.331,110223
"20946492",2021-05-23 10:30:00,18.426,115734.1
"20946492",2021-05-23 10:45:00,18.426,115734.1
"20946492",2021-05-23 11:00:00,18.426,115734.1
"20946492",2021-05-23 11:15:00,18.331,115734.1
"20946492",2021-05-23 11:30:00,18.14,115734.1
"20946492",2021-05-23 11:45:00,18.14,110223
"20946492",2021-05-23 12:00:00,18.236,110223
"20946492",2021-05-23 12:15:00,18.521,115734.1
"20946492",2021-05-23 12:30:00,18.996,115734.1
"20946492",2021-05-23 12:45:00,19.567,115734.1
"20946492",2021-05-23 13:00:00,19.662,115734.1
"20946492",2021-05-23 13:15:00,20.234,115734.1
"20946492",2021-05-23 13:30:00,20.615,115734.1
"20946492",2021-05-23 13:45:00,20.996,115734.1
"20946492",2021-05-23 14:00:00,21.091,115734.1
"20946492",2021-05-23 14:15:00,20.901,115734.1
"20946492",2021-05-23 14:30:00,20.615,115734.1
"20946492",2021-05-23 14:45:00,20.329,115734.1
"20946492",2021-05-23 15:00:00,20.329,115734.1
"20946492",2021-05-23 15:15:00,20.138,115734.1
"20946492",2021-05-23 15:30:00,20.138,115734.1
"20946492",2021-05-23 15:45:00,20.043,115734.1
"20946492",2021-05-23 16:00:00,20.043,115734.1
"20946492",2021-05-23 16:15:00,20.234,115734.1
"20946492",2021-05-23 16:30:00,20.519,115734.1
"20946492",2021-05-23 16:45:00,20.329,115734.1
"20946492",2021-05-23 17:00:00,20.234,115734.1
"20946492",2021-05-23 17:15:00,20.138,115734.1
"20946492",2021-05-23 17:30:00,19.948,115734.1
"20946492",2021-05-23 17:45:00,19.948,115734.1
"20946492",2021-05-23 18:00:00,19.758,115734.1
"20946492",2021-05-23 18:15:00,19.567,115734.1
"20946492",2021-05-23 18:30:00,19.472,115734.1
"20946492",2021-05-23 18:45:00,19.377,115734.1
"20946492",2021-05-23 19:00:00,19.187,115734.1
"20946492",2021-05-23 19:15:00,19.092,115734.1
"20946492",2021-05-23 19:30:00,18.996,115734.1
"20946492",2021-05-23 19:45:00,18.901,115734.1
"20946492",2021-05-23 20:00:00,18.711,115734.1
"20946492",2021-05-23 20:15:00,18.616,115734.1
"20946492",2021-05-23 20:30:00,18.521,115734.1
"20946492",2021-05-23 20:45:00,18.426,115734.1
"20946492",2021-05-23 21:00:00,18.236,115734.1
"20946492",2021-05-23 21:15:00,18.14,115734.1
"20946492",2021-05-23 21:30:00,18.045,115734.1
"20946492",2021-05-23 21:45:00,17.95,115734.1
"20946492",2021-05-23 22:00:00,17.855,110223
"20946492",2021-05-23 22:15:00,17.76,110223
"20946492",2021-05-23 22:30:00,17.665,110223
"20946492",2021-05-23 22:45:00,17.665,110223
"20946492",2021-05-23 23:00:00,17.57,110223
"20946492",2021-05-23 23:15:00,17.57,110223
"20946492",2021-05-23 23:30:00,17.475,110223
"20946492",2021-05-23 23:45:00,17.475,110223
"20946492",2021-05-24 00:00:00,17.379,110223
"20946492",2021-05-24 00:15:00,17.379,110223
"20946492",2021-05-24 00:30:00,17.379,110223
"20946492",2021-05-24 00:45:00,17.284,110223
"20946492",2021-05-24 01:00:00,17.284,110223
"20946492",2021-05-24 01:15:00,17.284,110223
"20946492",2021-05-24 01:30:00,17.189,110223
"20946492",2021-05-24 01:45:00,17.189,110223
"20946492",2021-05-24 02:00:00,17.094,110223
"20946492",2021-05-24 02:15:00,17.094,110223
"20946492",2021-05-24 02:30:00,16.999,110223
"20946492",2021-05-24 02:45:00,16.903,110223
"20946492",2021-05-24 03:00:00,16.808,110223
"20946492",2021-05-24 03:15:00,16.808,110223
"20946492",2021-05-24 03:30:00,16.713,110223
"20946492",2021-05-24 03:45:00,16.713,110223
"20946492",2021-05-24 04:00:00,16.713,110223
"20946492",2021-05-24 04:15:00,16.713,110223
"20946492",2021-05-24 04:30:00,16.713,110223
"20946492",2021-05-24 04:45:00,16.713,110223
"20946492",2021-05-24 05:00:00,16.713,110223
"20946492",2021-05-24 05:15:00,16.618,110223
"20946492",2021-05-24 05:30:00,16.713,110223
"20946492",2021-05-24 05:45:00,16.713,110223
"20946492",2021-05-24 06:00:00,16.713,110223
"20946492",2021-05-24 06:15:00,16.713,110223
"20946492",2021-05-24 06:30:00,16.713,110223
"20946492",2021-05-24 06:45:00,16.713,110223
"20946492",2021-05-24 07:00:00,16.808,110223
"20946492",2021-05-24 07:15:00,16.808,110223
"20946492",2021-05-24 07:30:00,16.903,110223
"20946492",2021-05-24 07:45:00,16.999,110223
"20946492",2021-05-24 08:00:00,17.094,110223
"20946492",2021-05-24 08:15:00,17.284,110223
"20946492",2021-05-24 08:30:00,17.379,110223
"20946492",2021-05-24 08:45:00,17.475,110223
"20946492",2021-05-24 09:00:00,17.57,110223
"20946492",2021-05-24 09:15:00,17.57,110223
"20946492",2021-05-24 09:30:00,17.76,110223
"20946492",2021-05-24 09:45:00,17.95,110223
"20946492",2021-05-24 10:00:00,18.045,110223
"20946492",2021-05-24 10:15:00,18.236,110223
"20946492",2021-05-24 10:30:00,18.521,115734.1
"20946492",2021-05-24 10:45:00,18.806,115734.1
"20946492",2021-05-24 11:00:00,19.567,115734.1
"20946492",2021-05-24 11:15:00,19.758,115734.1
"20946492",2021-05-24 11:30:00,19.662,115734.1
"20946492",2021-05-24 11:45:00,20.138,115734.1
"20946492",2021-05-24 12:00:00,20.138,115734.1
"20946492",2021-05-24 12:15:00,20.329,115734.1
"20946492",2021-05-24 12:30:00,20.234,115734.1
"20946492",2021-05-24 12:45:00,20.138,115734.1
"20946492",2021-05-24 13:00:00,20.424,115734.1
"20946492",2021-05-24 13:15:00,20.329,115734.1
"20946492",2021-05-24 13:30:00,20.138,115734.1
"20946492",2021-05-24 13:45:00,19.948,115734.1
"20946492",2021-05-24 14:00:00,19.758,115734.1
"20946492",2021-05-24 14:15:00,19.662,115734.1
"20946492",2021-05-24 14:30:00,19.662,115734.1
"20946492",2021-05-24 14:45:00,19.567,115734.1
"20946492",2021-05-24 15:00:00,19.472,115734.1
"20946492",2021-05-24 15:15:00,19.472,115734.1
"20946492",2021-05-24 15:30:00,19.567,115734.1
"20946492",2021-05-24 15:45:00,19.472,115734.1
"20946492",2021-05-24 16:00:00,19.282,115734.1
"20946492",2021-05-24 16:15:00,19.187,115734.1
"20946492",2021-05-24 16:30:00,19.187,115734.1
"20946492",2021-05-24 16:45:00,19.092,115734.1
"20946492",2021-05-24 17:00:00,19.282,115734.1
"20946492",2021-05-24 17:15:00,19.377,115734.1
"20946492",2021-05-24 17:30:00,19.377,115734.1
"20946492",2021-05-24 17:45:00,19.377,115734.1
"20946492",2021-05-24 18:00:00,19.282,115734.1
"20946492",2021-05-24 18:15:00,19.092,115734.1
"20946492",2021-05-24 18:30:00,19.092,115734.1
"20946492",2021-05-24 18:45:00,19.187,115734.1
"20946492",2021-05-24 19:00:00,18.996,115734.1
"20946492",2021-05-24 19:15:00,18.806,115734.1
"20946492",2021-05-24 19:30:00,18.711,115734.1
"20946492",2021-05-24 19:45:00,18.616,115734.1
"20946492",2021-05-24 20:00:00,18.521,115734.1
"20946492",2021-05-24 20:15:00,18.426,115734.1
"20946492",2021-05-24 20:30:00,18.331,115734.1
"20946492",2021-05-24 20:45:00,18.236,115734.1
"20946492",2021-05-24 21:00:00,18.14,115734.1
"20946492",2021-05-24 21:15:00,18.045,115734.1
"20946492",2021-05-24 21:30:00,18.045,115734.1
"20946492",2021-05-24 21:45:00,17.95,115734.1
"20946492",2021-05-24 22:00:00,17.855,115734.1
"20946492",2021-05-24 22:15:00,17.855,110223
"20946492",2021-05-24 22:30:00,17.855,110223
"20946492",2021-05-24 22:45:00,17.76,110223
"20946492",2021-05-24 23:00:00,17.76,110223
"20946492",2021-05-24 23:15:00,17.665,110223
"20946492",2021-05-24 23:30:00,17.665,110223
"20946492",2021-05-24 23:45:00,17.57,110223
"20946492",2021-05-25 00:00:00,17.57,110223
"20946492",2021-05-25 00:15:00,17.57,110223
"20946492",2021-05-25 00:30:00,17.475,110223
"20946492",2021-05-25 00:45:00,17.379,110223
"20946492",2021-05-25 01:00:00,17.284,110223
"20946492",2021-05-25 01:15:00,17.284,110223
"20946492",2021-05-25 01:30:00,17.284,110223
"20946492",2021-05-25 01:45:00,17.189,110223
"20946492",2021-05-25 02:00:00,17.189,110223
"20946492",2021-05-25 02:15:00,17.189,110223
"20946492",2021-05-25 02:30:00,17.094,110223
"20946492",2021-05-25 02:45:00,17.094,110223
"20946492",2021-05-25 03:00:00,17.094,110223
"20946492",2021-05-25 03:15:00,17.094,110223
"20946492",2021-05-25 03:30:00,17.094,110223
"20946492",2021-05-25 03:45:00,17.094,110223
"20946492",2021-05-25 04:00:00,17.094,110223
"20946492",2021-05-25 04:15:00,17.094,110223
"20946492",2021-05-25 04:30:00,17.094,110223
"20946492",2021-05-25 04:45:00,17.094,110223
"20946492",2021-05-25 05:00:00,17.094,110223
"20946492",2021-05-25 05:15:00,17.094,110223
"20946492",2021-05-25 05:30:00,17.094,110223
"20946492",2021-05-25 05:45:00,17.094,110223
"20946492",2021-05-25 06:00:00,17.094,110223
"20946492",2021-05-25 06:15:00,16.999,110223
"20946492",2021-05-25 06:30:00,16.999,110223
"20946492",2021-05-25 06:45:00,16.999,110223
"20946492",2021-05-25 07:00:00,17.094,110223
"20946492",2021-05-25 07:15:00,17.094,110223
"20946492",2021-05-25 07:30:00,17.189,110223
"20946492",2021-05-25 07:45:00,17.189,110223
"20946492",2021-05-25 08:00:00,17.284,110223
"20946492",2021-05-25 08:15:00,17.284,110223
"20946492",2021-05-25 08:30:00,17.475,110223
"20946492",2021-05-25 08:45:00,17.76,110223
"20946492",2021-05-25 09:00:00,17.95,110223
"20946492",2021-05-25 09:15:00,18.045,110223
"20946492",2021-05-25 09:30:00,18.045,110223
"20946492",2021-05-25 09:45:00,18.045,110223
"20946492",2021-05-25 10:00:00,18.045,110223
"20946492",2021-05-25 10:15:00,18.14,115734.1
"20946492",2021-05-25 10:30:00,18.14,115734.1
"20946492",2021-05-25 10:45:00,18.14,115734.1
"20946492",2021-05-25 11:00:00,18.236,115734.1
"20946492",2021-05-25 11:15:00,18.521,115734.1
"20946492",2021-05-25 11:30:00,18.996,115734.1
"20946492",2021-05-25 11:45:00,19.187,115734.1
"20946492",2021-05-25 12:00:00,19.282,115734.1
"20946492",2021-05-25 12:15:00,19.377,115734.1
"20946492",2021-05-25 12:30:00,19.377,115734.1
"20946492",2021-05-25 12:45:00,19.472,115734.1
"20946492",2021-05-25 13:00:00,19.853,115734.1
"20946492",2021-05-25 13:15:00,19.948,115734.1
"20946492",2021-05-25 13:30:00,20.329,115734.1
"20946492",2021-05-25 13:45:00,20.901,115734.1
"20946492",2021-05-25 14:00:00,21.187,115734.1
"20946492",2021-05-25 14:15:00,21.187,115734.1
"20946492",2021-05-25 14:30:00,21.378,121245.2
"20946492",2021-05-25 14:45:00,21.664,121245.2
"20946492",2021-05-25 15:00:00,21.282,121245.2
"20946492",2021-05-25 15:15:00,21.282,121245.2
"20946492",2021-05-25 15:30:00,21.282,121245.2
"20946492",2021-05-25 15:45:00,21.187,121245.2
"20946492",2021-05-25 16:00:00,20.996,121245.2
"20946492",2021-05-25 16:15:00,21.091,121245.2
"20946492",2021-05-25 16:30:00,21.091,121245.2
"20946492",2021-05-25 16:45:00,20.996,121245.2
"20946492",2021-05-25 17:00:00,20.901,121245.2
"20946492",2021-05-25 17:15:00,20.805,115734.1
"20946492",2021-05-25 17:30:00,20.805,115734.1
"20946492",2021-05-25 17:45:00,20.71,115734.1
"20946492",2021-05-25 18:00:00,20.615,115734.1
"20946492",2021-05-25 18:15:00,20.519,115734.1
"20946492",2021-05-25 18:30:00,20.329,115734.1
"20946492",2021-05-25 18:45:00,20.043,115734.1
"20946492",2021-05-25 19:00:00,19.853,115734.1
"20946492",2021-05-25 19:15:00,19.662,115734.1
"20946492",2021-05-25 19:30:00,19.472,115734.1
"20946492",2021-05-25 19:45:00,19.282,115734.1
"20946492",2021-05-25 20:00:00,19.092,115734.1
"20946492",2021-05-25 20:15:00,18.806,115734.1
"20946492",2021-05-25 20:30:00,18.711,115734.1
"20946492",2021-05-25 20:45:00,18.616,115734.1
"20946492",2021-05-25 21:00:00,18.521,115734.1
"20946492",2021-05-25 21:15:00,18.521,115734.1
